Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
8025,2023-04-05 12:52:54,Books,162,1,3633,PayPal,24,0.0,Jay Evans,24,Female,1
24729,2023-01-31 17:18:06,Books,448,4,4762,Credit Card,47,0.0,Karen Moore,47,Female,0
20751,2023-09-05 01:03:23,Clothing,32,4,5109,Cash,27,1.0,Martin Trevino,27,Male,0
20751,2023-06-17 04:32:48,Home,81,2,2918,Credit Card,27,1.0,Martin Trevino,27,Male,0
28247,2023-01-06 23:45:39,Books,297,4,632,PayPal,70,1.0,Mark Rush,70,Male,0
28247,2023-02-17 12:15:19,Clothing,346,5,5280,Credit Card,70,1.0,Mark Rush,70,Male,0
28247,2023-02-10 19:16:39,Books,150,1,4595,PayPal,70,0.0,Mark Rush,70,Male,0
32419,2023-08-02 15:36:18,Electronics,399,3,2417,PayPal,40,0.0,Kimberly Olson,40,Female,1
32419,2023-02-04 23:34:16,Clothing,300,3,2427,PayPal,40,0.0,Kimberly Olson,40,Female,1
32419,2023-04-16 09:00:16,Electronics,277,5,2452,PayPal,40,,Kimberly Olson,40,Female,1
32419,2023-05-28 01:55:14,Home,183,5,4425,PayPal,40,0.0,Kimberly Olson,40,Female,1
14397,2023-08-19 14:17:43,Clothing,337,4,2258,PayPal,49,1.0,William Ward,49,Female,0
31630,2023-08-03 02:26:59,Books,68,2,2627,Credit Card,64,1.0,William Nguyen,64,Male,0
31630,2023-02-20 01:07:45,Electronics,500,2,2151,Cash,64,1.0,William Nguyen,64,Male,0
47709,2023-07-06 00:21:40,Clothing,211,1,3740,Cash,48,1.0,Christopher Murray,48,Female,0
31912,2023-02-01 02:31:01,Clothing,327,4,3517,Cash,57,1.0,Jeffrey Smith,57,Male,0
31912,2023-07-01 03:53:30,Electronics,246,5,4792,Cash,57,1.0,Jeffrey Smith,57,Male,0
15256,2023-04-15 03:04:33,Home,219,1,2499,Credit Card,41,1.0,Danny Garcia,41,Male,0
15256,2023-08-25 02:26:29,Clothing,205,3,4565,Credit Card,41,,Danny Garcia,41,Male,0
12392,2023-05-28 08:13:44,Home,224,1,4941,PayPal,31,0.0,Heather Butler,31,Female,0
12392,2023-05-14 07:54:21,Home,413,4,5023,PayPal,31,,Heather Butler,31,Female,0
23722,2023-07-27 12:00:36,Books,302,5,4177,Cash,57,1.0,Timothy Campbell,57,Female,1
49682,2023-05-22 10:18:27,Books,155,3,1986,PayPal,52,1.0,Jesse Mcclain,52,Female,0
33958,2023-03-28 05:56:27,Clothing,217,3,651,Cash,43,1.0,Abigail Shelton,43,Male,0
33958,2023-04-26 19:39:43,Electronics,11,2,1113,Cash,43,0.0,Abigail Shelton,43,Male,0
33958,2023-09-09 00:56:22,Home,107,2,1025,Cash,43,,Abigail Shelton,43,Male,0
35567,2023-05-16 19:57:07,Home,323,4,1512,Cash,29,0.0,Heather Harding,29,Male,0
29067,2023-01-15 02:38:59,Electronics,246,5,2369,Cash,29,,Michael Young,29,Male,1
29067,2023-05-03 20:09:38,Home,185,2,1221,Cash,29,1.0,Michael Young,29,Male,1
29067,2023-01-14 20:38:54,Books,316,5,4334,PayPal,29,1.0,Michael Young,29,Male,1
27302,2023-09-05 11:34:21,Books,454,5,1634,PayPal,63,1.0,Stephen Guzman,63,Male,1
27302,2023-02-07 09:58:08,Clothing,260,4,4125,PayPal,63,0.0,Stephen Guzman,63,Male,1
27302,2023-04-04 08:12:00,Electronics,351,1,5065,Credit Card,63,1.0,Stephen Guzman,63,Male,1
47906,2023-05-04 00:25:16,Books,195,3,3073,PayPal,45,0.0,Lori Gardner,45,Male,0
28791,2023-06-26 14:47:18,Clothing,112,5,3763,Credit Card,63,1.0,Stacy Cook,63,Female,0
9632,2023-01-06 15:16:20,Home,93,4,1740,PayPal,65,1.0,Judy Nguyen,65,Male,0
49105,2023-06-11 08:27:07,Home,304,1,1090,PayPal,19,0.0,Claudia Hartman,19,Female,0
10519,2023-09-13 01:26:08,Books,438,5,1739,Credit Card,22,0.0,Kyle Walker,22,Female,0
10519,2023-08-14 02:56:00,Electronics,189,3,452,PayPal,22,1.0,Kyle Walker,22,Female,0
9381,2023-05-09 18:29:08,Home,107,5,3799,PayPal,45,0.0,Brandon Norman,45,Female,0
9381,2023-07-24 03:14:44,Home,32,4,534,Credit Card,45,0.0,Brandon Norman,45,Female,0
39697,2023-07-29 17:08:16,Books,16,2,1861,PayPal,41,0.0,Mary Montgomery,41,Female,0
39697,2023-02-19 10:58:34,Clothing,206,1,2632,PayPal,41,1.0,Mary Montgomery,41,Female,0
19839,2023-08-09 14:39:07,Electronics,331,4,2183,PayPal,52,1.0,Peter Schneider,52,Male,0
32365,2023-04-15 07:52:38,Electronics,426,1,4821,Cash,66,0.0,Donald Horn,66,Female,0
32365,2023-02-16 22:58:21,Home,294,1,3014,Credit Card,66,1.0,Donald Horn,66,Female,0
32124,2023-05-30 03:46:18,Books,266,1,531,Cash,19,,James Patel,19,Male,0
32124,2023-04-01 20:16:45,Books,488,3,4294,PayPal,19,1.0,James Patel,19,Male,0
32124,2023-01-04 10:38:29,Electronics,262,5,2596,Cash,19,1.0,James Patel,19,Male,0
32124,2023-02-07 12:00:47,Electronics,451,3,4516,Cash,19,,James Patel,19,Male,0
32124,2023-05-15 02:09:33,Electronics,191,5,1644,Cash,19,0.0,James Patel,19,Male,0
28658,2023-05-06 23:25:24,Home,368,5,417,Credit Card,63,,Vanessa Harper,63,Female,0
28658,2023-02-18 20:03:01,Books,492,4,3897,PayPal,63,1.0,Vanessa Harper,63,Female,0
28658,2023-05-13 15:07:50,Electronics,34,3,4193,Credit Card,63,0.0,Vanessa Harper,63,Female,0
27084,2023-08-31 01:27:29,Electronics,335,4,554,Cash,69,0.0,Ellen Johnson,69,Male,0
27084,2023-03-13 04:30:58,Books,466,2,2607,Credit Card,69,0.0,Ellen Johnson,69,Male,0
23054,2023-03-01 22:07:43,Clothing,81,3,1020,PayPal,37,1.0,Karen Krueger,37,Female,0
19635,2023-02-27 22:51:21,Clothing,331,2,5270,Credit Card,54,1.0,Kenneth Bradshaw,54,Female,0
31486,2023-07-14 20:26:10,Electronics,243,3,377,PayPal,53,1.0,Laurie Bowman,53,Male,0
31486,2023-03-03 14:27:06,Home,171,2,1466,Credit Card,53,1.0,Laurie Bowman,53,Male,0
31486,2023-02-10 00:34:14,Home,29,2,4380,PayPal,53,0.0,Laurie Bowman,53,Male,0
28421,2023-07-21 08:22:00,Home,287,3,2182,Cash,31,1.0,Lee Ramos,31,Male,0
28421,2023-03-13 11:41:24,Electronics,242,5,2008,PayPal,31,0.0,Lee Ramos,31,Male,0
28421,2023-03-06 23:38:04,Books,496,2,3420,Credit Card,31,,Lee Ramos,31,Male,0
14102,2023-08-05 16:34:00,Books,129,4,3400,Credit Card,48,,Marc Edwards,48,Female,0
14102,2023-05-22 19:35:21,Electronics,142,1,2488,Credit Card,48,1.0,Marc Edwards,48,Female,0
34321,2023-06-30 05:32:19,Clothing,68,1,1945,Credit Card,19,0.0,Bridget Ferguson,19,Female,1
19822,2023-04-20 16:43:23,Home,455,2,5221,PayPal,48,0.0,Stacey Church,48,Female,0
8785,2023-02-08 21:06:55,Books,57,3,4334,Cash,20,1.0,Ana Mitchell,20,Male,0
8785,2023-08-27 22:30:08,Books,189,1,1888,Credit Card,20,1.0,Ana Mitchell,20,Male,0
28826,2023-02-28 12:45:25,Clothing,398,5,2418,PayPal,65,,Michael Smith,65,Female,1
28826,2023-04-22 09:26:58,Clothing,496,5,3565,Cash,65,0.0,Michael Smith,65,Female,1
22107,2023-01-29 17:21:08,Books,85,3,1423,Cash,39,0.0,Ashley Franco,39,Male,0
22107,2023-06-27 06:13:26,Home,478,5,803,Cash,39,0.0,Ashley Franco,39,Male,0
22990,2023-04-21 07:02:02,Electronics,290,2,4903,Credit Card,57,0.0,Brandon Hardy,57,Female,0
49201,2023-03-08 19:05:25,Home,191,5,3934,Credit Card,33,1.0,Erin Mullins,33,Male,0
8441,2023-05-25 12:27:18,Books,403,2,4539,Cash,33,1.0,Tammy Burgess MD,33,Male,0
42893,2023-02-21 09:32:10,Home,108,1,3646,PayPal,33,0.0,Eric Holland,33,Female,0
42893,2023-05-15 09:45:14,Books,152,2,2148,PayPal,33,0.0,Eric Holland,33,Female,0
30891,2023-08-04 14:29:18,Books,473,3,2045,PayPal,20,0.0,Kristina Harris,20,Male,0
30891,2023-03-27 14:57:21,Electronics,214,5,4806,Cash,20,,Kristina Harris,20,Male,0
10592,2023-03-25 16:11:04,Books,241,3,5188,Cash,49,0.0,Stacey Howell,49,Male,1
49565,2023-05-16 17:47:56,Books,31,2,2952,Credit Card,53,0.0,Abigail Smith,53,Male,0
32740,2023-07-30 05:03:12,Home,12,3,4596,PayPal,45,0.0,Erin Collins,45,Female,0
22077,2023-09-01 17:39:57,Home,307,5,452,Cash,69,0.0,Joel Garcia,69,Male,0
22077,2023-01-26 02:31:48,Clothing,467,5,1910,Credit Card,69,1.0,Joel Garcia,69,Male,0
5140,2023-04-08 21:17:34,Clothing,244,3,4703,PayPal,19,0.0,James Dawson Jr.,19,Female,0
5140,2023-08-16 08:54:26,Books,114,5,1003,Cash,19,0.0,James Dawson Jr.,19,Female,0
48251,2023-08-07 22:50:07,Books,416,4,2239,PayPal,46,,Tim Perez,46,Female,0
3592,2023-05-28 02:21:28,Electronics,473,5,1550,Cash,64,0.0,Mr. Richard Willis MD,64,Female,1
33012,2023-03-04 19:26:09,Electronics,365,4,5211,Credit Card,52,0.0,Noah Hernandez,52,Male,0
33012,2023-03-04 15:33:05,Books,206,4,2133,Credit Card,52,0.0,Noah Hernandez,52,Male,0
2853,2023-07-16 07:09:07,Home,249,3,1839,Credit Card,53,0.0,Dr. Nathan Rodriguez,53,Male,1
9075,2023-06-20 05:04:45,Clothing,176,1,3248,PayPal,44,1.0,Samantha Hickman,44,Female,0
2453,2023-06-06 14:17:58,Electronics,451,3,304,Cash,32,,Michael Miller,32,Female,0
25151,2023-09-08 19:33:22,Clothing,83,2,1067,PayPal,27,0.0,James Griffin,27,Male,0
25151,2023-06-17 14:38:18,Electronics,94,2,2176,Credit Card,27,1.0,James Griffin,27,Male,0
23732,2023-04-21 09:42:01,Clothing,39,2,3958,Credit Card,59,0.0,Dana Anderson,59,Female,1
4986,2023-08-22 08:11:11,Home,87,2,3938,Credit Card,63,,Sarah Glenn,63,Male,0
4986,2023-07-10 08:32:03,Electronics,208,5,4665,Credit Card,63,1.0,Sarah Glenn,63,Male,0
20490,2023-02-04 00:10:10,Books,282,5,4023,Cash,18,,Laurie Harrison,18,Male,0
20490,2023-07-09 16:57:54,Electronics,107,3,381,PayPal,18,,Laurie Harrison,18,Male,0
26009,2023-06-14 09:46:57,Clothing,230,4,1118,Credit Card,68,0.0,Patrick Swanson,68,Male,0
23961,2023-02-25 10:13:26,Clothing,116,3,4206,Credit Card,56,1.0,Shannon Suarez,56,Female,0
23961,2023-04-20 02:15:17,Clothing,68,5,2042,PayPal,56,1.0,Shannon Suarez,56,Female,0
15236,2023-07-26 09:14:02,Electronics,266,3,3574,Credit Card,50,0.0,Catherine Cole,50,Female,0
15236,2023-01-01 19:27:26,Clothing,473,4,3389,PayPal,50,,Catherine Cole,50,Female,0
8303,2023-01-26 03:32:21,Clothing,170,5,1735,Cash,39,,Kylie Ramirez,39,Female,0
14417,2023-03-05 05:28:14,Clothing,421,5,1957,PayPal,37,1.0,James Mccoy,37,Female,0
8828,2023-04-06 01:54:40,Home,74,3,454,PayPal,63,,Brenda Fernandez,63,Male,1
8828,2023-01-30 17:46:36,Home,364,5,3093,Cash,63,0.0,Brenda Fernandez,63,Male,1
8828,2023-01-03 22:30:34,Clothing,211,3,3868,Cash,63,0.0,Brenda Fernandez,63,Male,1
43319,2023-05-19 07:47:35,Electronics,329,1,5006,Credit Card,42,,Kimberly Cox,42,Male,0
37721,2023-08-06 13:34:32,Home,340,1,4039,Credit Card,67,0.0,Alisha Mclean,67,Male,0
37721,2023-05-11 16:29:35,Clothing,434,2,3457,PayPal,67,0.0,Alisha Mclean,67,Male,0
2315,2023-09-02 01:13:50,Books,32,3,362,Cash,23,0.0,Natalie Brewer,23,Female,0
40921,2023-08-15 09:09:54,Books,407,2,1589,Cash,62,0.0,Paul Jones,62,Male,0
40921,2023-01-06 23:45:46,Clothing,493,4,3137,Credit Card,62,0.0,Paul Jones,62,Male,0
39615,2023-06-11 15:13:47,Home,451,5,1128,PayPal,37,1.0,Curtis Wilcox,37,Male,0
39615,2023-01-11 19:48:03,Books,210,3,3294,Cash,37,,Curtis Wilcox,37,Male,0
39615,2023-04-21 09:58:49,Clothing,405,1,4016,PayPal,37,0.0,Curtis Wilcox,37,Male,0
39615,2023-02-14 20:55:32,Home,322,4,3199,Credit Card,37,,Curtis Wilcox,37,Male,0
26658,2023-04-18 20:51:59,Books,163,3,4244,Credit Card,52,1.0,Brittany Turner,52,Male,0
8225,2023-06-08 07:15:34,Home,83,3,2651,Credit Card,19,0.0,Arthur Love,19,Female,0
17614,2023-08-26 02:50:00,Clothing,74,4,2223,PayPal,35,,Kayla Adkins,35,Male,0
44840,2023-08-14 20:57:17,Electronics,248,2,4401,Cash,31,0.0,Christopher Owens,31,Male,0
1853,2023-02-12 20:10:59,Clothing,191,1,4093,Cash,52,,Rachel Nelson,52,Male,0
33739,2023-06-18 02:38:44,Clothing,245,3,2138,Cash,26,0.0,Ronnie Davis,26,Female,0
25306,2023-05-12 17:41:25,Books,10,1,5272,Credit Card,57,0.0,Yvonne Russo,57,Female,1
13423,2023-07-03 22:37:47,Electronics,320,1,1156,PayPal,36,,Gary Sanchez,36,Male,0
42183,2023-04-13 11:08:05,Electronics,148,4,4682,PayPal,48,1.0,Nicole Gonzales,48,Female,0
42183,2023-02-01 22:54:15,Books,445,2,3455,PayPal,48,,Nicole Gonzales,48,Female,0
10802,2023-01-19 01:44:47,Clothing,94,1,4821,Cash,58,1.0,Elizabeth Gonzalez,58,Female,0
10802,2023-04-06 09:24:06,Books,249,2,2245,Cash,58,,Elizabeth Gonzalez,58,Female,0
10802,2023-03-21 12:53:11,Clothing,44,2,1758,Cash,58,1.0,Elizabeth Gonzalez,58,Female,0
8325,2023-05-21 20:47:00,Books,45,4,1725,PayPal,45,1.0,Jason Phillips,45,Male,0
8325,2023-03-12 04:02:08,Electronics,443,5,4867,Credit Card,45,1.0,Jason Phillips,45,Male,0
8325,2023-08-25 08:01:23,Books,50,4,2740,Credit Card,45,1.0,Jason Phillips,45,Male,0
8325,2023-03-23 22:33:42,Clothing,199,3,4777,Cash,45,1.0,Jason Phillips,45,Male,0
35966,2023-07-14 11:20:39,Home,389,2,295,Cash,23,,Daniel Hubbard,23,Male,0
26884,2023-08-23 17:24:30,Electronics,84,2,4224,PayPal,61,0.0,Timothy Hernandez,61,Female,0
13771,2023-01-26 02:52:56,Home,425,1,2786,Cash,31,1.0,Samantha Poole,31,Male,0
15924,2023-02-15 00:54:04,Clothing,475,5,4086,PayPal,52,0.0,William Doyle,52,Male,0
15924,2023-01-25 15:36:16,Books,435,2,3459,PayPal,52,,William Doyle,52,Male,0
49849,2023-03-03 05:26:58,Home,465,4,4255,Cash,61,,Nicholas Everett,61,Male,0
49849,2023-03-06 15:50:56,Books,125,2,4991,PayPal,61,0.0,Nicholas Everett,61,Male,0
49849,2023-03-31 19:30:44,Home,449,4,1259,Credit Card,61,0.0,Nicholas Everett,61,Male,0
46629,2023-04-16 18:09:34,Books,39,5,1633,PayPal,28,0.0,Christine Owens,28,Female,0
46629,2023-03-11 13:36:07,Clothing,353,5,2960,Cash,28,1.0,Christine Owens,28,Female,0
46629,2023-06-16 00:29:23,Home,210,1,2316,Credit Card,28,1.0,Christine Owens,28,Female,0
24392,2023-06-02 14:43:27,Electronics,159,3,1024,PayPal,52,0.0,Jacqueline Ramirez,52,Male,1
24392,2023-01-05 09:04:18,Home,361,3,5176,PayPal,52,0.0,Jacqueline Ramirez,52,Male,1
24392,2023-06-18 05:16:17,Clothing,215,1,3691,PayPal,52,0.0,Jacqueline Ramirez,52,Male,1
24392,2023-07-15 12:50:50,Books,351,5,3690,Credit Card,52,,Jacqueline Ramirez,52,Male,1
19408,2023-03-14 18:35:36,Electronics,49,3,2695,Cash,29,1.0,William Davis,29,Female,0
42952,2023-04-04 15:13:00,Home,91,1,716,PayPal,59,1.0,Michelle Edwards,59,Male,0
38185,2023-08-20 00:40:01,Books,210,1,3302,Credit Card,20,0.0,Ian Ross,20,Female,0
14570,2023-04-11 21:51:20,Clothing,236,1,2341,PayPal,33,1.0,Alexandra Reyes,33,Female,1
29730,2023-01-12 05:16:03,Home,364,2,3048,Credit Card,58,1.0,Jennifer Peterson,58,Female,0
29730,2023-07-31 03:26:03,Electronics,254,5,4961,Cash,58,,Jennifer Peterson,58,Female,0
4587,2023-03-12 17:18:01,Electronics,119,5,3296,Cash,66,0.0,Andrew Gonzalez,66,Female,0
4587,2023-01-10 14:31:05,Clothing,267,1,3426,Cash,66,0.0,Andrew Gonzalez,66,Female,0
1501,2023-01-24 09:29:34,Clothing,125,2,4760,Credit Card,21,,Monica Mcdonald,21,Male,1
1501,2023-01-21 12:11:28,Electronics,293,2,3682,Credit Card,21,0.0,Monica Mcdonald,21,Male,1
15586,2023-03-16 01:49:14,Clothing,293,4,585,PayPal,26,0.0,Angelica Ford,26,Male,0
37614,2023-08-13 03:16:50,Books,288,2,5053,Cash,26,,Kimberly Nunez,26,Female,1
10749,2023-06-05 18:07:46,Electronics,227,4,887,Credit Card,18,1.0,Kristen Rice,18,Female,0
10749,2023-08-29 12:18:12,Clothing,300,3,1472,PayPal,18,1.0,Kristen Rice,18,Female,0
807,2023-01-13 20:12:01,Home,65,2,1103,Credit Card,19,0.0,Laura Hall,19,Female,0
807,2023-03-14 16:59:05,Home,339,1,2412,Credit Card,19,1.0,Laura Hall,19,Female,0
807,2023-08-20 13:00:21,Books,371,4,998,Cash,19,0.0,Laura Hall,19,Female,0
24736,2023-05-11 21:47:41,Books,445,1,1849,Credit Card,56,0.0,Ashley Dickerson,56,Female,0
24736,2023-07-30 10:47:30,Home,444,5,4056,Credit Card,56,1.0,Ashley Dickerson,56,Female,0
34785,2023-07-05 22:02:33,Books,467,1,504,Credit Card,21,0.0,Donald Rodriguez,21,Female,1
34785,2023-06-14 04:58:12,Clothing,250,5,3856,PayPal,21,0.0,Donald Rodriguez,21,Female,1
34371,2023-07-05 20:05:29,Clothing,418,4,2558,PayPal,65,,Timothy Gregory,65,Male,0
34371,2023-07-23 14:34:46,Home,13,4,419,Credit Card,65,,Timothy Gregory,65,Male,0
34371,2023-06-18 19:35:18,Electronics,291,3,2639,Cash,65,1.0,Timothy Gregory,65,Male,0
34371,2023-06-12 05:01:03,Home,271,5,2618,Credit Card,65,1.0,Timothy Gregory,65,Male,0
1381,2023-07-12 08:53:29,Electronics,358,1,1962,PayPal,63,,Aaron Thomas,63,Female,0
10679,2023-05-18 04:01:34,Books,49,5,3242,Credit Card,21,1.0,Nicole Bailey,21,Male,0
10679,2023-04-09 13:17:38,Clothing,181,2,4806,PayPal,21,1.0,Nicole Bailey,21,Male,0
14625,2023-05-23 12:43:44,Clothing,157,3,3618,Credit Card,61,0.0,Debbie Cooley,61,Female,0
14625,2023-07-12 06:07:10,Clothing,405,5,3311,Cash,61,0.0,Debbie Cooley,61,Female,0
47378,2023-07-20 17:01:54,Books,159,5,2758,Credit Card,26,1.0,Robert Robinson,26,Female,0
47378,2023-02-04 12:51:57,Clothing,69,2,2354,Credit Card,26,1.0,Robert Robinson,26,Female,0
5300,2023-01-07 07:04:45,Books,371,5,5105,Cash,47,0.0,Ronald Owens DDS,47,Female,0
32046,2023-04-07 01:53:35,Clothing,308,2,1563,Credit Card,65,1.0,Robert Mitchell,65,Female,0
32046,2023-07-29 20:10:37,Home,151,3,3398,Credit Card,65,1.0,Robert Mitchell,65,Female,0
26636,2023-08-30 22:59:15,Electronics,115,1,2139,PayPal,35,,George Silva,35,Female,0
26636,2023-04-23 17:11:23,Home,343,1,4622,Cash,35,1.0,George Silva,35,Female,0
9312,2023-04-08 16:41:56,Books,442,4,1426,Cash,38,1.0,Derrick Fernandez,38,Male,0
28521,2023-02-27 14:18:46,Home,483,1,668,Cash,54,1.0,Abigail Wu,54,Female,1
28521,2023-03-08 22:53:19,Clothing,108,4,1524,PayPal,54,0.0,Abigail Wu,54,Female,1
30850,2023-07-12 00:26:21,Clothing,403,5,4838,PayPal,56,1.0,Wesley Grant,56,Female,0
31996,2023-09-02 21:06:04,Clothing,147,2,1737,PayPal,26,1.0,Michael Mccormick,26,Female,0
23045,2023-01-03 06:31:10,Electronics,99,5,4017,Cash,59,1.0,David Cox,59,Male,0
5134,2023-05-19 20:44:33,Clothing,416,5,3533,Credit Card,60,1.0,Christopher Smith,60,Female,1
4390,2023-05-15 16:16:43,Electronics,431,2,5066,Cash,66,1.0,Tabitha Rivers,66,Female,0
29045,2023-05-25 01:19:05,Clothing,423,2,1391,PayPal,48,1.0,Annette Clayton,48,Female,0
17582,2023-01-21 01:02:40,Electronics,260,2,3592,Cash,25,0.0,Shelley Watkins,25,Male,1
12172,2023-04-20 17:40:42,Clothing,197,3,340,Credit Card,47,0.0,Stephen Peters,47,Female,0
36774,2023-08-14 07:10:02,Electronics,238,3,2912,Cash,64,1.0,Robert Schroeder,64,Male,0
36774,2023-09-01 10:08:03,Home,138,3,4468,Cash,64,0.0,Robert Schroeder,64,Male,0
18457,2023-06-20 10:43:53,Electronics,483,4,1562,PayPal,39,1.0,Alan Kane,39,Female,1
14830,2023-02-17 01:28:47,Clothing,122,3,822,Cash,25,1.0,Tammy Roman DDS,25,Male,0
14830,2023-02-23 06:10:45,Clothing,87,3,338,Credit Card,25,1.0,Tammy Roman DDS,25,Male,0
737,2023-02-17 20:15:52,Home,227,2,1419,PayPal,30,1.0,Tonya Acosta,30,Male,0
22794,2023-05-23 16:14:20,Electronics,214,1,3591,PayPal,57,,David Stevens,57,Male,0
22794,2023-08-10 03:53:34,Books,460,5,1169,Credit Card,57,,David Stevens,57,Male,0
43297,2023-09-04 07:28:36,Books,170,2,742,PayPal,31,0.0,Sarah Mccoy,31,Female,0
39348,2023-06-04 01:04:04,Books,282,3,3835,Cash,34,0.0,Cynthia Walker,34,Male,0
32626,2023-08-16 12:55:26,Clothing,237,4,3941,PayPal,65,0.0,Ruth Mcdonald,65,Male,0
32626,2023-09-11 23:33:18,Clothing,317,5,1014,PayPal,65,0.0,Ruth Mcdonald,65,Male,0
29109,2023-08-14 16:17:29,Home,457,1,4054,PayPal,47,,Dr. Cristian Day,47,Male,0
1058,2023-03-11 16:11:58,Electronics,454,3,1229,PayPal,32,0.0,Eddie Buck,32,Male,0
1058,2023-02-06 14:08:33,Clothing,464,4,1040,PayPal,32,0.0,Eddie Buck,32,Male,0
8467,2023-02-08 10:18:04,Clothing,97,4,2077,Cash,28,1.0,Diane Atkinson,28,Male,0
8467,2023-08-04 23:23:28,Electronics,183,4,613,PayPal,28,1.0,Diane Atkinson,28,Male,0
8467,2023-02-14 23:36:43,Electronics,411,1,769,PayPal,28,0.0,Diane Atkinson,28,Male,0
26091,2023-01-10 01:12:49,Clothing,32,3,1195,Credit Card,57,1.0,Debra Ross,57,Male,0
26091,2023-02-08 17:11:05,Home,264,2,1171,PayPal,57,1.0,Debra Ross,57,Male,0
4916,2023-04-02 21:57:59,Electronics,476,1,2663,Credit Card,48,,Brent Golden,48,Female,0
15919,2023-07-05 10:15:23,Home,201,4,3165,Cash,23,0.0,Matthew Butler,23,Male,1
40969,2023-02-07 17:48:50,Clothing,484,5,4056,Cash,47,,Jean Villanueva,47,Male,0
8446,2023-06-30 11:51:09,Electronics,405,3,2090,Cash,44,0.0,Joshua Bell,44,Male,0
5772,2023-03-02 17:23:51,Clothing,383,3,4831,PayPal,30,0.0,Mr. Christopher Bruce,30,Male,1
30249,2023-04-15 08:17:53,Home,160,2,2368,Cash,49,1.0,Erin Gibson,49,Female,0
4202,2023-06-12 22:10:43,Books,375,2,4568,Credit Card,52,1.0,Justin Cannon,52,Male,1
4202,2023-08-09 16:14:10,Books,139,4,952,PayPal,52,1.0,Justin Cannon,52,Male,1
26039,2023-08-29 15:47:46,Home,473,4,723,Credit Card,70,0.0,Regina Heath,70,Male,0
26039,2023-08-29 02:19:49,Electronics,199,4,2851,Cash,70,1.0,Regina Heath,70,Male,0
26039,2023-03-16 04:50:02,Books,228,1,1440,PayPal,70,1.0,Regina Heath,70,Male,0
26039,2023-07-27 08:09:10,Books,229,2,372,Cash,70,0.0,Regina Heath,70,Male,0
21335,2023-09-10 19:05:28,Clothing,358,1,4062,Credit Card,18,0.0,Andrew Fuentes,18,Female,0
21335,2023-08-26 06:01:42,Home,96,4,1533,PayPal,18,1.0,Andrew Fuentes,18,Female,0
21335,2023-08-26 17:36:29,Clothing,249,1,227,Cash,18,1.0,Andrew Fuentes,18,Female,0
32998,2023-07-26 00:23:47,Books,145,4,696,PayPal,35,1.0,Daniel Jones,35,Male,0
40506,2023-09-01 02:20:18,Clothing,66,3,3265,Credit Card,66,1.0,Jennifer Sanders,66,Male,1
40506,2023-03-08 02:37:43,Electronics,203,3,3712,Cash,66,0.0,Jennifer Sanders,66,Male,1
40506,2023-07-02 23:24:47,Home,360,3,4313,Cash,66,,Jennifer Sanders,66,Male,1
7037,2023-01-13 07:29:31,Electronics,397,1,2040,PayPal,68,0.0,Amy Kim,68,Male,1
41629,2023-01-09 04:54:02,Electronics,336,1,4806,Credit Card,56,0.0,Joanna Wyatt,56,Female,0
25156,2023-07-12 01:24:56,Clothing,157,4,3827,Cash,57,1.0,Peter Johnson II,57,Male,0
27026,2023-04-20 23:41:24,Electronics,84,5,1066,Credit Card,30,1.0,James Hill,30,Male,0
27026,2023-09-03 19:35:12,Clothing,407,4,3602,Cash,30,0.0,James Hill,30,Male,0
7423,2023-02-08 06:31:54,Books,202,4,4698,Cash,34,0.0,Cynthia Miller,34,Male,0
4395,2023-08-28 04:19:16,Electronics,262,3,3638,Cash,26,0.0,James Bailey,26,Female,1
4395,2023-07-28 20:35:35,Electronics,106,3,2130,PayPal,26,0.0,James Bailey,26,Female,1
36664,2023-05-15 00:20:44,Home,326,5,2262,Credit Card,43,1.0,Andrea Cummings,43,Female,0
26198,2023-04-23 02:39:46,Home,236,1,4922,Cash,51,1.0,Jonathan Mccall,51,Male,0
37037,2023-06-30 07:44:12,Books,395,3,3019,Credit Card,30,1.0,Anita Ware,30,Male,0
22178,2023-08-29 01:07:14,Clothing,377,5,2312,PayPal,21,1.0,Justin Johnston,21,Female,0
22178,2023-09-05 08:43:01,Home,62,2,4627,Credit Card,21,,Justin Johnston,21,Female,0
14442,2023-03-02 14:16:03,Books,357,5,3662,PayPal,52,1.0,Julie Saunders,52,Female,0
3074,2023-08-13 20:45:51,Books,403,2,667,PayPal,42,0.0,Elaine Young,42,Male,1
3074,2023-08-29 22:47:15,Clothing,459,2,2664,Cash,42,1.0,Elaine Young,42,Male,1
4097,2023-04-17 07:02:27,Electronics,272,3,3778,Cash,58,,Crystal Calhoun,58,Female,0
4097,2023-02-21 22:31:02,Home,13,5,3185,Credit Card,58,1.0,Crystal Calhoun,58,Female,0
4097,2023-03-05 16:29:45,Clothing,336,3,3581,Credit Card,58,,Crystal Calhoun,58,Female,0
27414,2023-03-25 02:37:00,Home,475,4,4041,Cash,63,,Matthew Wilson,63,Male,0
27414,2023-02-06 04:20:37,Clothing,309,5,4798,Cash,63,,Matthew Wilson,63,Male,0
24365,2023-01-11 23:06:01,Clothing,23,4,849,Cash,39,1.0,Jody Aguirre,39,Female,1
